;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
2107;Habitación;Lurín;1;0;0;25;1500.0;262.0;190.0
2108;Casa en condominio;Villa María del Triunfo;4;2;4;250;4000.0;375.0;130.0
2109;Casa;San Luis;3;1;1;120;2000.0;135.0;75.0
2110;Casa comercial;Chorrillos;0;0;0;261;20000.0;;
2111;Casa en condominio;Ate;4;9;4;943;29000.0;3000.0;2678.0
2112;Casa en condominio;Ate;4;5;3;650;14990.0;1750.0;850.0
2113;Casa comercial;Ventanilla;0;2;0;213;4950.0;;194.0
2114;Casa en condominio;Ate;4;3;1;800;7009.0;;
2115;Casa comercial;Rímac;0;0;0;50;40000.0;1000.0;1000.0
2116;Casa;Jesús María;10;0;6;800;8500.0;;
2117;Casa en condominio;Jesús María;4;2;2;190;4500.0;880.0;550.0
2118;Casa;Breña;3;0;1;300;11500.0;;
2119;Habitación;San Borja;1;0;0;25;700.0;520.0;
2120;Casa de villa;Callao;1;0;0;30;500.0;;
2121;Habitación;Villa El Salvador;1;0;0;34;1600.0;400.0;
2122;Casa en condominio;Jesús María;4;4;3;492;5800.0;1000.0;1100.0
2123;Casa;Carabayllo;1;1;0;60;900.0;;
2124;Casa en condominio;Jesús María;5;4;3;450;9800.0;800.0;
2125;Casa;Lince;3;1;2;120;1400.0;;
2126;Casa comercial;Jesús María;5;8;4;300;12000.0;;390.0
2127;Casa;Jesús María;2;3;1;110;3200.0;;300.0
2128;Casa en condominio;Jesús María;5;3;4;280;10000.0;;
2129;Casa comercial;Chorrillos;4;0;0;216;18000.0;;
2130;Casa;Lince;3;2;1;277;2400.0;;
2131;Casa en condominio;Ate;4;7;4;650;16000.0;1750.0;850.0
2132;Casa en condominio;San Luis;2;1;0;71;1700.0;654.0;
2133;Casa en condominio;Ate;4;4;4;700;30000.0;1600.0;1500.0
2134;Casa;Punta Hermosa;5;1;2;300;7000.0;180.0;573.0
2135;Habitación;Chorrillos;1;0;0;25;2000.0;;
2136;Casa en condominio;Ate;4;3;3;600;17000.0;1400.0;1000.0
2137;Habitación;Mi Perú;1;0;0;41;650.0;267.0;
2138;Casa;Lince;2;0;0;56;850.0;;
2139;Casa;Comas;3;0;0;120;5600.0;1500.0;399.0
2140;Casa en condominio;Callao;4;5;1;282;3900.0;450.0;250.0
2141;Casa en condominio;Ate;6;3;6;1100;20000.0;2300.0;2400.0
2142;Casa comercial;Chorrillos;0;1;0;400;15000.0;;
2143;Habitación;San Bartolo;1;0;0;25;1200.0;537.0;54.0
2144;Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1300.0
2145;Casa en condominio;Jesús María;4;2;4;475;10000.0;2700.0;300.0
2146;Habitación;Comas;1;0;0;30;1300.0;641.0;77.0
2147;Casa en condominio;Villa El Salvador;4;4;2;380;4800.0;510.0;220.0
2148;Casa en condominio;Villa María del Triunfo;3;2;1;200;3000.0;350.0;50.0
2149;Casa en condominio;Jesús María;4;2;3;360;15000.0;;672.0
2150;Casa;Comas;1;0;0;55;800.0;;
2151;Habitación;Pachacámac;0;0;0;34;930.0;347.0;
2152;Habitación;San Borja;1;0;0;30;2500.0;;
2153;Casa en condominio;Punta Hermosa;4;2;3;450;28000.0;1600.0;1400.0
2154;Casa;La Perla;5;1;1;330;8000.0;;611.0
2155;Casa;Lince;3;0;1;90;2200.0;;
2156;Casa comercial;Chorrillos;22;8;0;432;30000.0;;3236.0
2157;Casa;Callao;5;3;1;318;5000.0;;335.0
2158;Casa;Callao;4;1;2;416;13000.0;;
2159;Casa;Lince;2;0;0;60;700.0;;
2160;Casa de villa;Santa María del Mar;3;1;1;105;1500.0;;
2161;Casa de villa;San Martín de Porres;2;0;0;65;800.0;20.0;100.0
2162;Casa en condominio;Ate;5;1;2;250;7000.0;1600.0;530.0
2163;Casa en condominio;Ate;5;2;5;679;20000.0;1800.0;1687.0
2164;Habitación;Mi Perú;1;0;0;25;750.0;100.0;
2165;Casa en condominio;Jesús María;4;2;2;220;6500.0;1363.0;3094.0
2166;Casa en condominio;Ate;4;1;4;350;10000.0;1300.0;940.0
2167;Habitación;Pachacámac;1;0;0;34;800.0;330.0;
2168;Casa en condominio;Ate;5;0;5;1200;13000.0;1600.0;
2169;Habitación;Villa El Salvador;1;0;0;30;1600.0;300.0;24.0
2170;Casa en condominio;Jesús María;6;3;5;636;24000.0;1900.0;1900.0
2171;Casa en condominio;Ate;4;7;4;560;15000.0;2300.0;1709.0
2172;Habitación;Lurín;0;0;0;26;1100.0;402.0;29.0
2173;Casa;La Victoria;1;1;0;60;850.0;;
2174;Casa en condominio;Jesús María;5;3;5;350;6000.0;490.0;296.0
2175;Casa en condominio;Jesús María;4;2;4;258;7000.0;730.0;
2176;Casa en condominio;Callao;4;2;1;120;1800.0;195.0;30.0
2177;Habitación;San Borja;1;0;0;22;1700.0;272.0;29.0
2178;Casa comercial;El Agustino;0;3;0;270;5000.0;;90.0
2179;Habitación;San Borja;1;0;0;27;2000.0;450.0;
2180;Casa en condominio;Ate;5;2;2;320;9000.0;1600.0;610.0
2181;Casa;Mi Perú;4;1;0;100;1300.0;;
2182;Casa de villa;Magdalena del Mar;2;0;0;35;750.0;;
2183;Casa de villa;Carmen de La Legua;1;0;0;40;600.0;65.0;19.0
2184;Casa;San Miguel;6;8;2;215;6000.0;;3500.0
2185;Habitación;San Borja;1;0;0;37;1350.0;612.0;22.0
2186;Casa;Lurigancho;5;4;4;800;35000.0;;1794.0
2187;Habitación;Pachacámac;1;0;1;24;1400.0;300.0;20.0
2188;Habitación;San Borja;1;0;0;35;1400.0;365.0;75.0
2189;Habitación;San Borja;1;0;0;27;1200.0;450.0;54.0
2190;Casa;Lince;3;4;1;250;2500.0;;600.0
2191;Casa en condominio;Ate;4;4;1;311;7500.0;970.0;686.0
2192;Casa;Chorrillos;7;1;3;250;12000.0;;1881.0
2193;Habitación;San Borja;1;0;0;22;950.0;415.0;
2194;Casa en condominio;Ate;5;2;5;360;15000.0;700.0;905.0
2195;Casa en condominio;Jesús María;5;5;5;480;6500.0;1000.0;1500.0
2196;Casa;Carmen de La Legua;2;1;0;55;1000.0;;
2197;Habitación;San Borja;1;0;0;45;2600.0;600.0;700.0
2198;Casa;Ancón;2;0;0;75;850.0;;
2199;Casa;San Juan de Lurigancho;3;3;1;437;6000.0;;1052.0
2200;Casa de villa;Santa María del Mar;3;0;0;100;1800.0;;
2201;Casa en condominio;Ate;6;4;4;824;12000.0;2162.0;
2202;Habitación;Villa El Salvador;0;0;0;23;1300.0;330.0;29.0
2203;Habitación;San Borja;1;0;0;39;1900.0;518.0;34.0
2204;Habitación;San Borja;0;0;0;38;1500.0;585.0;25.0
2205;Casa;La Perla;4;4;0;450;14900.0;;500.0
2206;Casa en condominio;Rímac;4;4;4;984;36000.0;3200.0;4170.0
2207;Casa;Ate;2;0;0;60;1000.0;;
2208;Habitación;Villa El Salvador;1;0;0;30;1900.0;285.0;30.0
2209;Habitación;San Borja;0;0;0;20;1300.0;285.0;25.0
2210;Casa;Comas;2;0;0;49;1000.0;71.0;
2211;Casa;San Luis;2;0;0;60;1000.0;;14.0
2212;Casa comercial;Lince;0;0;0;1200;25000.0;;
2213;Casa;Ate;5;2;5;600;14000.0;790.0;5400.0
2214;Casa;Lince;2;4;1;120;2500.0;;
2215;Casa en condominio;Punta Hermosa;4;4;2;500;12000.0;;879.0
2216;Casa;Chaclacayo;3;1;0;70;1950.0;;
2217;Habitación;Pachacámac;1;0;0;25;900.0;280.0;26.0
2218;Habitación;Chorrillos;1;0;0;25;1000.0;650.0;30.0
2219;Habitación;Pachacámac;1;0;0;15;700.0;354.0;86.0
2220;Habitación;Chorrillos;1;0;0;25;1500.0;530.0;30.0
2221;Casa;Villa María del Triunfo;3;3;3;200;3500.0;260.0;
2222;Casa en condominio;Jesús María;5;3;3;500;15000.0;1400.0;800.0
2223;Casa de villa;Bellavista;2;0;0;40;650.0;120.0;
2224;Casa en condominio;Ate;7;10;5;773;15000.0;2900.0;2000.0
2225;Casa;Ate;4;4;4;550;18000.0;1550.0;1860.0
2226;Casa en condominio;Ate;5;6;5;646;13000.0;1400.0;1643.0
2227;Casa en condominio;Villa El Salvador;2;1;0;70;1800.0;320.0;
2228;Habitación;San Borja;1;0;0;30;1400.0;440.0;30.0
2229;Casa;Santiago de Surco;0;1;0;150;6500.0;;1815.0
2230;Casa;Pucusana;4;2;1;500;10000.0;1600.0;
2231;Casa en condominio;La Molina;5;3;3;494;5000.0;380.0;2748.0
2232;Casa comercial;Jesús María;5;3;3;360;15000.0;;
2233;Casa;Ate;4;2;2;332;8000.0;510.0;638.0
2234;Habitación;San Borja;1;0;0;33;1500.0;565.0;30.0
2235;Casa en condominio;Ate;4;2;1;519;6500.0;1100.0;1096.0
2236;Casa;La Perla;2;1;0;70;800.0;;
2237;Casa en condominio;Jesús María;4;4;2;600;30000.0;1100.0;13999.0
2238;Habitación;Villa El Salvador;1;0;0;25;1300.0;451.0;30.0
2239;Habitación;Villa El Salvador;1;0;0;20;2500.0;650.0;29.0
2240;Casa;Punta Hermosa;5;2;2;300;7000.0;290.0;500.0
2241;Habitación;Comas;1;0;0;37;1800.0;400.0;70.0
2242;Casa en condominio;Ate;4;0;4;869;24000.0;2214.0;2376.0
2243;Habitación;Rímac;1;0;0;30;1800.0;500.0;30.0
2244;Casa;Chaclacayo;1;0;0;30;650.0;;
2245;Casa;Pucusana;1;0;0;35;1000.0;50.0;
2246;Casa en condominio;Jesús María;3;3;3;138;4000.0;750.0;250.0
2247;Casa en condominio;Ate;4;5;4;900;10000.0;2500.0;2200.0
2248;Casa;Punta Hermosa;3;1;1;300;7000.0;;572.0
2249;Casa en condominio;Ate;5;0;2;800;12000.0;1400.0;2000.0
2250;Casa en condominio;Ventanilla;2;0;0;50;2100.0;30.0;21.0
2251;Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;350.0
2252;Casa de villa;San Luis;3;0;0;82;2400.0;150.0;
2253;Casa de villa;San Luis;2;4;0;70;1300.0;250.0;14.0
2254;Casa;San Luis;3;1;1;164;1800.0;160.0;
2255;Casa en condominio;Ate;4;1;2;247;8000.0;1500.0;680.0
2256;Habitación;San Borja;1;0;0;20;1100.0;490.0;30.0
2257;Casa;La Perla;4;2;1;680;14000.0;578.0;
2258;Casa;Mi Perú;2;0;0;85;1300.0;;
2259;Casa en condominio;La Perla;5;5;3;705;10000.0;980.0;1490.0
2260;Casa;Santa Anita;2;0;0;55;1000.0;;13.0
2261;Casa en condominio;Punta Hermosa;5;4;5;500;10000.0;2646.0;1537.0
2262;Casa;Lince;1;1;0;60;800.0;;
2263;Casa;Lince;3;3;0;80;1500.0;;
2264;Casa comercial;Chorrillos;1;0;0;540;20000.0;;3734.0
2265;Casa;Ate;4;7;3;280;5900.0;330.0;
2266;Casa;Cieneguilla;1;0;0;35;750.0;;
2267;Habitación;Pachacámac;1;0;0;38;1300.0;492.0;47.0
2268;Casa comercial;San Miguel;0;0;0;105;5500.0;;460.0
2269;Casa en condominio;Ate;4;4;4;825;25000.0;2962.0;275.0
2270;Casa en condominio;Chaclacayo;3;3;0;179;2400.0;330.0;20.0
2271;Casa en condominio;Lince;2;1;0;130;2500.0;;
2272;Habitación;Villa El Salvador;0;0;0;30;1200.0;350.0;24.0
2273;Casa comercial;Chorrillos;5;2;0;380;15500.0;;170.0
2274;Casa en condominio;Jesús María;4;3;4;500;15000.0;1572.0;600.0
2275;Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
2276;Casa en condominio;Ate;6;4;5;788;18000.0;2200.0;20000.0
2277;Habitación;Pachacámac;1;0;0;25;890.0;368.0;80.0
2278;Casa en condominio;Ate;4;2;4;675;30000.0;1800.0;1400.0
2279;Casa en condominio;Ate;2;5;1;970;6000.0;650.0;500.0
2280;Casa en condominio;Callao;4;2;1;132;2700.0;1000.0;100.0
2281;Casa comercial;Breña;0;0;0;200;20000.0;;
2282;Casa en condominio;Villa El Salvador;3;0;3;265;4500.0;570.0;
2283;Casa en condominio;Ate;5;6;5;1100;25000.0;2000.0;25000.0
2284;Habitación;Pachacámac;1;0;0;22;700.0;295.0;19.0
2285;Habitación;Chorrillos;1;0;0;30;1500.0;378.0;25.0
2286;Casa;Lurigancho;4;4;4;450;20000.0;;
2287;Habitación;Pachacámac;0;0;0;28;800.0;285.0;20.0
2288;Casa;Lince;2;1;0;75;850.0;;
2289;Casa en condominio;La Perla;6;4;6;800;23000.0;900.0;1776.0
2290;Casa en condominio;Ate;6;4;4;743;15000.0;800.0;1427.0
2291;Casa comercial;San Miguel;0;0;0;342;10000.0;;1794.0
2292;Casa;Breña;4;2;0;252;13500.0;;300.0
2293;Casa;Chorrillos;7;1;3;250;12000.0;;
2294;Casa en condominio;Ate;6;10;4;1700;35000.0;3400.0;4800.0
2295;Casa comercial;Los Olivos;0;6;0;600;16900.0;;
2296;Casa de villa;San Bartolo;1;0;0;49;780.0;;
2297;Casa en condominio;Jesús María;5;3;5;800;10000.0;1500.0;171.0
2298;Casa en condominio;Lurigancho;2;1;0;100;1300.0;150.0;
2299;Casa en condominio;Ate;5;4;5;900;20000.0;1310.0;17000.0
2300;Casa;Ate;4;4;4;402;10000.0;1500.0;1337.0
2301;Casa;San Miguel;3;0;0;50;1300.0;;
2302;Habitación;Chorrillos;1;0;0;22;2200.0;350.0;20.0
2303;Casa en condominio;Ate;5;4;4;474;20000.0;973.0;17300.0
2304;Casa;Callao;3;2;0;140;6600.0;;400.0
2305;Casa;Lince;2;0;0;60;900.0;;
2306;Casa;Ate;4;3;4;350;12000.0;1300.0;620.0
2307;Casa;Ate;4;3;1;200;6500.0;1100.0;
2308;Casa en condominio;San Luis;4;2;0;300;4000.0;50.0;30.0
2309;Habitación;Mi Perú;1;0;0;25;600.0;;
2310;Casa;Comas;4;8;0;200;2500.0;;
2311;Casa de villa;San Miguel;2;1;0;65;1800.0;227.0;50.0
2312;Casa comercial;Callao;0;0;0;150;4800.0;;868.0
2313;Casa en condominio;Mi Perú;2;1;0;80;1300.0;75.0;
2314;Casa;Lince;3;2;3;230;2000.0;;
2315;Casa en condominio;Ancón;2;1;0;50;700.0;220.0;
2316;Casa;La Perla;3;2;0;90;900.0;;
2317;Habitación;San Borja;1;0;0;30;1300.0;620.0;161.0
2318;Casa comercial;Jesús María;0;0;0;542;12000.0;;16000.0
2319;Casa;Lurigancho;5;4;4;845;35000.0;;1642.0
2320;Habitación;San Borja;1;0;0;30;1600.0;500.0;
2321;Casa;Surquillo;1;0;0;40;650.0;;
2322;Casa;Bellavista;3;1;0;80;950.0;;36.0
2323;Casa en condominio;Lince;3;0;1;260;3300.0;520.0;1831.0
2324;Habitación;Pucusana;1;0;0;25;900.0;400.0;15.0
2325;Habitación;La Punta;1;0;0;25;750.0;316.0;57.0
2326;Casa en condominio;Lince;2;1;0;70;650.0;50.0;
2327;Habitación;San Luis;1;0;0;25;500.0;;
2328;Casa en condominio;Jesús María;4;4;2;600;12000.0;;
2329;Casa;Mi Perú;2;1;1;100;1200.0;;
2330;Habitación;Pachacámac;1;0;0;24;1050.0;270.0;22.0
2331;Habitación;Pachacámac;1;0;0;28;850.0;139.0;25.0
2332;Casa;Bellavista;3;2;0;100;950.0;;
2333;Casa;Ate;4;0;4;900;10000.0;1170.0;
2334;Casa;San Luis;2;0;0;60;1000.0;;98.0
2335;Habitación;Lurín;1;0;0;30;1200.0;441.0;25.0
2336;Habitación;Villa El Salvador;1;0;0;20;1500.0;258.0;
2337;Habitación;San Borja;1;0;0;27;1300.0;380.0;
2338;Casa en condominio;Mi Perú;4;2;2;270;5500.0;550.0;3000.0
2339;Casa;Lince;3;2;1;240;1700.0;;136.0
2340;Casa;Los Olivos;3;0;0;60;1200.0;;
2341;Casa;Magdalena del Mar;4;10;2;447;6500.0;;2937.0
2342;Casa;Lince;1;0;0;30;430.0;;
2343;Casa;Jesús María;4;2;4;587;9000.0;850.0;1268.0
2344;Habitación;Chorrillos;1;0;0;25;1200.0;380.0;30.0
2345;Habitación;San Miguel;1;0;0;30;1300.0;480.0;
2346;Casa en condominio;Ate;4;0;2;385;6490.0;1150.0;750.0
2347;Casa;Lurigancho;4;3;4;300;20000.0;;1254.0
2348;Casa;Lurín;3;1;0;111;3200.0;340.0;87.0
2349;Habitación;Lurín;1;0;0;24;1400.0;317.0;
2350;Casa;Mi Perú;3;1;1;80;1510.0;;
2351;Casa comercial;La Punta;10;15;0;1065;29000.0;;386.0
2352;Casa de villa;Punta Negra;3;1;1;65;1700.0;;15.0
2353;Habitación;San Borja;1;0;0;30;1350.0;387.0;29.0
2354;Habitación;Surquillo;0;0;0;38;1290.0;300.0;
2355;Habitación;Pachacámac;1;0;0;35;1400.0;365.0;182.0
2356;Casa en condominio;Ate;4;3;4;869;23000.0;2215.0;2380.0
2357;Habitación;Pachacámac;0;0;0;28;1000.0;400.0;26.0
2358;Casa;La Perla;2;1;0;80;700.0;;
2359;Casa;Jesús María;4;3;4;324;10000.0;675.0;621.0
2360;Casa en condominio;La Punta;4;3;2;600;20000.0;;979.0
2361;Casa;Pucusana;2;0;0;100;1650.0;;35.0
2362;Casa;Ate;2;2;0;80;1100.0;;13.0
2363;Casa de villa;Villa María del Triunfo;2;0;1;50;850.0;50.0;
2364;Casa;Ate;6;3;3;600;5900.0;1000.0;1200.0
2365;Casa comercial;Chorrillos;2;0;0;480;28000.0;;
2366;Casa;Lince;2;1;0;70;1200.0;;
2367;Casa de villa;Santa María del Mar;1;0;0;32;700.0;;17.0
2368;Casa en condominio;Villa María del Triunfo;3;2;1;220;2600.0;500.0;600.0
2369;Habitación;San Borja;1;0;0;35;1100.0;500.0;
2370;Casa;Lurigancho;5;4;4;845;35000.0;;16422.0
2371;Casa;Jesús María;4;3;1;633;6000.0;;2700.0
2372;Casa;Los Olivos;2;0;0;250;5000.0;;3800.0
2373;Casa;Lima;2;1;0;113;1800.0;;
2374;Casa en condominio;Villa El Salvador;4;4;2;260;5000.0;341.0;
2375;Casa;Pucusana;3;1;1;133;2500.0;;
2376;Casa de villa;Carabayllo;1;0;0;40;600.0;;
2377;Casa;Mi Perú;4;1;1;270;3500.0;;
2378;Casa;Chorrillos;2;1;0;80;3300.0;;600.0
2379;Habitación;San Borja;1;0;0;38;1950.0;390.0;25.0
2380;Casa en condominio;Ate;5;4;4;1000;40000.0;1900.0;22000.0
2381;Habitación;San Borja;1;0;0;45;1600.0;470.0;30.0
2382;Casa;Lurigancho;4;4;4;452;20000.0;;
2383;Casa de villa;Chorrillos;4;0;0;131;3200.0;40.0;230.0
2384;Habitación;Comas;1;0;0;24;1400.0;200.0;30.0
2385;Casa;Jesús María;4;2;2;535;8000.0;1340.0;967.0
2386;Casa comercial;Chaclacayo;0;0;0;150;2800.0;;470.0
2387;Casa;Ate;5;6;4;839;32000.0;1306.0;1654.0
2388;Habitación;Pachacámac;1;0;0;36;1000.0;320.0;
2389;Habitación;San Borja;1;0;0;29;1150.0;450.0;182.0
2390;Casa en condominio;Ate;5;0;5;622;13000.0;500.0;1220.0
2391;Habitación;San Borja;0;0;0;30;1300.0;475.0;53.0
2392;Casa en condominio;Ate;4;2;4;300;9000.0;;
2393;Casa en condominio;Independencia;1;0;0;60;700.0;;
2394;Casa de villa;La Perla;1;0;0;40;450.0;40.0;
2395;Habitación;San Borja;1;0;1;35;1400.0;531.0;25.0
2396;Casa en condominio;Jesús María;3;2;3;168;4500.0;;
2397;Casa;San Martín de Porres;2;0;0;160;2000.0;;1200.0
2398;Casa;Pucusana;6;2;0;381;9000.0;;186.0
2399;Casa en condominio;La Punta;2;0;0;60;1300.0;65.0;1.0
2400;Casa en condominio;Ate;6;4;6;556;20000.0;1650.0;1620.0
2401;Habitación;Chorrillos;1;0;0;25;1300.0;486.0;24.0
2402;Habitación;San Borja;1;0;0;30;1500.0;380.0;
2403;Casa de villa;Los Olivos;1;0;0;36;700.0;;
2404;Casa de villa;Los Olivos;3;0;0;90;1200.0;;
2405;Casa;San Isidro;1;0;0;65;650.0;;
2406;Casa en condominio;Jesús María;3;2;3;544;20000.0;1800.0;1600.0
2407;Casa en condominio;Ate;5;0;3;600;15000.0;2200.0;1400.0
2408;Casa;Ate;6;6;6;610;20000.0;;400.0
2409;Casa;Lince;4;1;4;386;2400.0;;
2410;Casa en condominio;Ate;4;4;3;260;10000.0;1200.0;1100.0
2411;Habitación;San Borja;1;0;0;35;2000.0;430.0;40.0
2412;Habitación;San Borja;1;0;0;32;1050.0;714.0;
2413;Casa comercial;La Punta;0;0;0;400;8000.0;;
2414;Habitación;San Borja;1;0;0;27;1200.0;450.0;
2415;Casa en condominio;Jesús María;4;2;3;156;3500.0;900.0;330.0
2416;Habitación;San Borja;0;0;0;18;930.0;315.0;
2417;Casa en condominio;Ate;4;2;2;385;7500.0;1150.0;750.0
2418;Casa;Ate;4;3;4;300;15000.0;1100.0;1070.0
2419;Casa;La Perla;2;0;0;70;900.0;;
2420;Casa en condominio;Ate;4;2;4;600;35000.0;900.0;
2421;Casa en condominio;Ate;4;16;4;400;10000.0;2100.0;1500.0
2422;Habitación;Comas;1;0;1;40;1500.0;600.0;
2423;Casa en condominio;Jesús María;4;3;4;220;4500.0;2150.0;370.0
2424;Casa;San Luis;1;0;0;160;5500.0;;
2425;Habitación;Chorrillos;1;0;0;17;1000.0;476.0;
2426;Casa en condominio;Jesús María;4;4;2;180;5000.0;860.0;664.0
2427;Casa;Breña;3;1;2;360;3200.0;;
2428;Habitación;San Miguel;1;0;0;25;1000.0;346.0;
2429;Casa;Lince;2;1;0;60;800.0;;
2430;Habitación;San Borja;1;0;0;30;1500.0;640.0;35.0
2431;Casa comercial;El Agustino;0;5;0;400;5500.0;;
2432;Casa;San Miguel;5;1;0;139;3500.0;;545.0
2433;Casa en condominio;Ate;5;4;5;400;8500.0;2135.0;1462.0
2434;Casa en condominio;Ate;4;4;4;700;20000.0;;
2435;Casa;Rímac;4;1;4;371;30000.0;3200.0;
2436;Casa en condominio;Ancón;2;1;0;72;1000.0;160.0;
2437;Casa en condominio;Villa El Salvador;4;3;1;160;3000.0;400.0;
2438;Casa en condominio;Jesús María;4;2;4;239;4991.0;1800.0;3200.0
2439;Casa en condominio;Ancón;2;1;0;50;850.0;;
2440;Casa en condominio;Villa El Salvador;2;1;0;61;1300.0;585.0;
2441;Casa comercial;Chorrillos;0;3;0;557;28000.0;;
2442;Habitación;San Borja;1;0;0;20;800.0;480.0;24.0
2443;Casa de villa;San Miguel;3;0;0;87;2600.0;;
2444;Casa;Lince;2;0;0;55;1000.0;;
2445;Habitación;San Borja;1;1;0;50;2299.0;614.0;78.0
2446;Habitación;Villa El Salvador;1;0;0;23;900.0;332.0;30.0
2447;Habitación;Pachacámac;0;0;0;22;700.0;194.0;20.0
2448;Casa;Bellavista;2;1;0;70;1250.0;;
2449;Casa;Lince;4;3;0;120;1700.0;;
2450;Casa en condominio;Lince;3;3;0;215;2500.0;100.0;
2451;Casa en condominio;Ate;5;5;3;450;14000.0;1440.0;1182.0
2452;Casa de villa;Comas;1;0;0;40;550.0;;
2453;Habitación;San Borja;1;0;0;40;2000.0;500.0;53.0
2454;Casa en condominio;Ate;3;3;1;200;5000.0;800.0;282.0
2455;Casa en condominio;Ate;5;3;2;800;7009.0;;
2456;Habitación;Chaclacayo;1;0;0;21;700.0;179.0;
2457;Casa en condominio;Ate;4;3;4;600;18000.0;1100.0;300.0
2458;Habitación;Villa El Salvador;1;0;0;21;1400.0;375.0;
2459;Casa;Lince;2;0;0;60;950.0;;
2460;Casa;Punta Hermosa;5;1;0;350;7000.0;290.0;500.0
2461;Casa de villa;Barranco;1;0;0;34;800.0;;
2462;Habitación;San Borja;1;0;0;34;1500.0;475.0;
2463;Casa de villa;Callao;2;1;0;162;1700.0;70.0;
2464;Casa;Lurigancho;4;3;4;452;20000.0;;
2465;Casa comercial;Comas;0;0;0;30;2400.0;1450.0;200.0
2466;Casa;Mi Perú;2;0;0;50;700.0;;
2467;Casa de villa;Santa María del Mar;2;1;0;60;1500.0;50.0;
2468;Habitación;San Borja;1;0;0;27;950.0;605.0;
2469;Casa comercial;Punta Hermosa;6;0;0;900;42000.0;;
2470;Habitación;San Borja;1;0;0;20;1000.0;318.0;
2471;Habitación;San Borja;1;0;0;27;1190.0;230.0;19.0
2472;Habitación;San Borja;1;0;0;25;1600.0;584.0;55.0
2473;Habitación;San Borja;1;0;0;27;1390.0;420.0;25.0
2474;Casa en condominio;Jesús María;3;2;3;212;4500.0;1663.0;3660.0
2475;Casa en condominio;Pucusana;4;3;1;300;6900.0;1200.0;500.0
2476;Casa de villa;San Miguel;2;0;0;95;2000.0;;100.0
2477;Habitación;San Bartolo;1;0;0;18;1100.0;490.0;
2478;Casa;La Punta;2;0;1;176;1300.0;;
2479;Casa;Lince;2;2;1;80;1700.0;;2.0
2480;Casa en condominio;Ate;4;4;4;220;7000.0;1215.0;36720.0
2481;Casa;Jesús María;4;5;3;600;12000.0;;600.0
2482;Casa en condominio;Lince;2;1;0;65;800.0;;
2483;Casa en condominio;Ate;4;2;4;450;7000.0;1150.0;750.0
2484;Casa de villa;Independencia;1;0;0;70;750.0;;
2485;Casa;Santiago de Surco;4;2;4;330;21000.0;;4200.0
2486;Casa en condominio;San Luis;2;0;2;90;1800.0;200.0;357.0
2487;Casa;Ate;2;2;1;74;2500.0;770.0;
2488;Casa en condominio;Ate;4;4;2;410;7500.0;1055.0;1190.0
2489;Casa;La Punta;3;0;0;125;2900.0;;96.0
2490;Habitación;San Bartolo;1;0;0;22;1400.0;550.0;24.0
2491;Habitación;Pachacámac;1;0;0;25;900.0;340.0;15.0
2492;Casa de villa;San Juan de Miraflores;2;1;1;120;1800.0;40.0;25.0
2493;Habitación;San Borja;1;0;0;35;2500.0;1.0;1.0
2494;Casa;Los Olivos;8;0;0;412;4000.0;;958.0
2495;Casa comercial;Chorrillos;0;0;0;280;16000.0;;1166.0
2496;Casa en condominio;Punta Hermosa;5;6;1;630;10000.0;1000.0;1200.0
2497;Casa;Pueblo Libre;6;2;0;750;18000.0;;1800.0
2498;Habitación;Chorrillos;0;0;0;30;1200.0;366.0;
2499;Casa comercial;Chorrillos;5;6;0;500;23000.0;450.0;
2500;Habitación;La Punta;1;0;0;20;1000.0;480.0;27.0
2501;Casa en condominio;Pucusana;5;5;5;600;30000.0;;
2502;Casa;Lurín;2;0;0;50;800.0;;
2503;Casa en condominio;Ate;5;4;5;730;25000.0;1350.0;1200.0
2504;Habitación;Chorrillos;1;0;0;17;900.0;436.0;
2505;Casa;Lince;3;0;0;70;950.0;;45.0
2506;Casa;Chaclacayo;1;0;0;50;600.0;;
2507;Habitación;Chorrillos;1;0;0;29;1000.0;570.0;25.0
2508;Casa;Punta Hermosa;5;0;2;300;7000.0;290.0;
2509;Casa en condominio;Ate;4;4;4;661;11800.0;1550.0;1469.0
2510;Casa;Callao;2;3;0;80;2300.0;;192.0
2511;Casa en condominio;Ate;5;7;5;750;20000.0;2500.0;10000.0
2512;Habitación;Pachacámac;1;0;0;28;950.0;350.0;
2513;Casa;Punta Hermosa;4;3;3;900;30000.0;2000.0;5070.0
2514;Casa de villa;San Borja;2;1;1;80;3000.0;50.0;
2515;Casa de villa;La Punta;1;0;0;64;1200.0;80.0;
2516;Casa en condominio;Ate;5;6;3;300;10000.0;;
2517;Casa comercial;Pachacámac;0;0;0;380;12000.0;;
2518;Casa de villa;Chorrillos;2;0;0;68;3500.0;;
2519;Casa;Magdalena del Mar;3;4;1;200;3800.0;;400.0
2520;Habitación;Puente Piedra;0;0;0;28;900.0;400.0;20.0
2521;Habitación;La Punta;1;0;0;50;800.0;495.0;
2522;Habitación;Comas;1;0;0;25;1500.0;550.0;
