Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Casa en condominio;Ate;2;5;1;970;6000.0;650.0;500.0
Casa en condominio;Callao;4;2;1;132;2700.0;1000.0;100.0
Casa comercial;Breña;0;0;0;200;20000.0;;
Casa en condominio;Villa El Salvador;3;0;3;265;4500.0;570.0;
Casa en condominio;Ate;5;6;5;1100;25000.0;2000.0;25000.0
Habitación;Pachacámac;1;0;0;22;700.0;295.0;19.0
Habitación;Chorrillos;1;0;0;30;1500.0;378.0;25.0
Casa;Lurigancho;4;4;4;450;20000.0;;
Habitación;Pachacámac;0;0;0;28;800.0;285.0;20.0
Casa;Lince;2;1;0;75;850.0;;
Casa en condominio;La Perla;6;4;6;800;23000.0;900.0;1776.0
Casa en condominio;Ate;6;4;4;743;15000.0;800.0;1427.0
Casa comercial;San Miguel;0;0;0;342;10000.0;;1794.0
Casa;Breña;4;2;0;252;13500.0;;300.0
Casa;Chorrillos;7;1;3;250;12000.0;;
Casa en condominio;Ate;6;10;4;1700;35000.0;3400.0;4800.0
Casa comercial;Los Olivos;0;6;0;600;16900.0;;
Casa de villa;San Bartolo;1;0;0;49;780.0;;
Casa en condominio;Jesús María;5;3;5;800;10000.0;1500.0;171.0
Casa en condominio;Lurigancho;2;1;0;100;1300.0;150.0;
Casa en condominio;Ate;5;4;5;900;20000.0;1310.0;17000.0
Casa;Ate;4;4;4;402;10000.0;1500.0;1337.0
Casa;San Miguel;3;0;0;50;1300.0;;
Habitación;Chorrillos;1;0;0;22;2200.0;350.0;20.0
Casa en condominio;Ate;5;4;4;474;20000.0;973.0;17300.0
Casa;Callao;3;2;0;140;6600.0;;400.0
Casa;Lince;2;0;0;60;900.0;;
Casa;Ate;4;3;4;350;12000.0;1300.0;620.0
Casa;Ate;4;3;1;200;6500.0;1100.0;
Casa en condominio;San Luis;4;2;0;300;4000.0;50.0;30.0
Habitación;Mi Perú;1;0;0;25;600.0;;
Casa;Comas;4;8;0;200;2500.0;;
Casa de villa;San Miguel;2;1;0;65;1800.0;227.0;50.0
Casa comercial;Callao;0;0;0;150;4800.0;;868.0
Casa en condominio;Mi Perú;2;1;0;80;1300.0;75.0;
Casa;Lince;3;2;3;230;2000.0;;
Casa en condominio;Ancón;2;1;0;50;700.0;220.0;
Casa;La Perla;3;2;0;90;900.0;;
Habitación;San Borja;1;0;0;30;1300.0;620.0;161.0
Casa comercial;Jesús María;0;0;0;542;12000.0;;16000.0
Casa;Lurigancho;5;4;4;845;35000.0;;1642.0
Habitación;San Borja;1;0;0;30;1600.0;500.0;
Casa;Surquillo;1;0;0;40;650.0;;
Casa;Bellavista;3;1;0;80;950.0;;36.0
Casa en condominio;Lince;3;0;1;260;3300.0;520.0;1831.0
Habitación;Pucusana;1;0;0;25;900.0;400.0;15.0
Habitación;La Punta;1;0;0;25;750.0;316.0;57.0
Casa en condominio;Lince;2;1;0;70;650.0;50.0;
Habitación;San Luis;1;0;0;25;500.0;;
Casa en condominio;Jesús María;4;4;2;600;12000.0;;
Casa;Mi Perú;2;1;1;100;1200.0;;
Habitación;Pachacámac;1;0;0;24;1050.0;270.0;22.0
Habitación;Pachacámac;1;0;0;28;850.0;139.0;25.0
Casa;Bellavista;3;2;0;100;950.0;;
Casa;Ate;4;0;4;900;10000.0;1170.0;
Casa;San Luis;2;0;0;60;1000.0;;98.0
Habitación;Lurín;1;0;0;30;1200.0;441.0;25.0
Habitación;Villa El Salvador;1;0;0;20;1500.0;258.0;
Habitación;San Borja;1;0;0;27;1300.0;380.0;
Casa en condominio;Mi Perú;4;2;2;270;5500.0;550.0;3000.0
Casa;Lince;3;2;1;240;1700.0;;136.0
Casa;Los Olivos;3;0;0;60;1200.0;;
Casa;Magdalena del Mar;4;10;2;447;6500.0;;2937.0
Casa;Lince;1;0;0;30;430.0;;
Casa;Jesús María;4;2;4;587;9000.0;850.0;1268.0
Habitación;Chorrillos;1;0;0;25;1200.0;380.0;30.0
Habitación;San Miguel;1;0;0;30;1300.0;480.0;
Casa en condominio;Ate;4;0;2;385;6490.0;1150.0;750.0
Casa;Lurigancho;4;3;4;300;20000.0;;1254.0
Casa;Lurín;3;1;0;111;3200.0;340.0;87.0
Habitación;Lurín;1;0;0;24;1400.0;317.0;
Casa;Mi Perú;3;1;1;80;1510.0;;
Casa comercial;La Punta;10;15;0;1065;29000.0;;386.0
Casa de villa;Punta Negra;3;1;1;65;1700.0;;15.0
Habitación;San Borja;1;0;0;30;1350.0;387.0;29.0
Habitación;Surquillo;0;0;0;38;1290.0;300.0;
Habitación;Pachacámac;1;0;0;35;1400.0;365.0;182.0
Casa en condominio;Ate;4;3;4;869;23000.0;2215.0;2380.0
Habitación;Pachacámac;0;0;0;28;1000.0;400.0;26.0
Casa;La Perla;2;1;0;80;700.0;;
Casa;Jesús María;4;3;4;324;10000.0;675.0;621.0
Casa en condominio;La Punta;4;3;2;600;20000.0;;979.0
Casa;Pucusana;2;0;0;100;1650.0;;35.0
Casa;Ate;2;2;0;80;1100.0;;13.0
Casa de villa;Villa María del Triunfo;2;0;1;50;850.0;50.0;
Casa;Ate;6;3;3;600;5900.0;1000.0;1200.0
Casa comercial;Chorrillos;2;0;0;480;28000.0;;
Casa;Lince;2;1;0;70;1200.0;;
Casa de villa;Santa María del Mar;1;0;0;32;700.0;;17.0
Casa en condominio;Villa María del Triunfo;3;2;1;220;2600.0;500.0;600.0
Habitación;San Borja;1;0;0;35;1100.0;500.0;
Casa;Lurigancho;5;4;4;845;35000.0;;16422.0
Casa;Jesús María;4;3;1;633;6000.0;;2700.0
Casa;Los Olivos;2;0;0;250;5000.0;;3800.0
Casa;Lima;2;1;0;113;1800.0;;
Casa en condominio;Villa El Salvador;4;4;2;260;5000.0;341.0;
Casa;Pucusana;3;1;1;133;2500.0;;
Casa de villa;Carabayllo;1;0;0;40;600.0;;
Casa;Mi Perú;4;1;1;270;3500.0;;
Casa;Chorrillos;2;1;0;80;3300.0;;600.0
Habitación;San Borja;1;0;0;38;1950.0;390.0;25.0
Casa en condominio;Ate;5;4;4;1000;40000.0;1900.0;22000.0
Habitación;San Borja;1;0;0;45;1600.0;470.0;30.0
Casa;Lurigancho;4;4;4;452;20000.0;;
Casa de villa;Chorrillos;4;0;0;131;3200.0;40.0;230.0
Habitación;Comas;1;0;0;24;1400.0;200.0;30.0
Casa;Jesús María;4;2;2;535;8000.0;1340.0;967.0
Casa comercial;Chaclacayo;0;0;0;150;2800.0;;470.0
Casa;Ate;5;6;4;839;32000.0;1306.0;1654.0
Habitación;Pachacámac;1;0;0;36;1000.0;320.0;
Habitación;San Borja;1;0;0;29;1150.0;450.0;182.0
Casa en condominio;Ate;5;0;5;622;13000.0;500.0;1220.0
Habitación;San Borja;0;0;0;30;1300.0;475.0;53.0
Casa en condominio;Ate;4;2;4;300;9000.0;;
Casa en condominio;Independencia;1;0;0;60;700.0;;
Casa de villa;La Perla;1;0;0;40;450.0;40.0;
Habitación;San Borja;1;0;1;35;1400.0;531.0;25.0
Casa en condominio;Jesús María;3;2;3;168;4500.0;;
Casa;San Martín de Porres;2;0;0;160;2000.0;;1200.0
Casa;Pucusana;6;2;0;381;9000.0;;186.0
Casa en condominio;La Punta;2;0;0;60;1300.0;65.0;1.0
Casa en condominio;Ate;6;4;6;556;20000.0;1650.0;1620.0
Habitación;Chorrillos;1;0;0;25;1300.0;486.0;24.0
Habitación;San Borja;1;0;0;30;1500.0;380.0;
Casa de villa;Los Olivos;1;0;0;36;700.0;;
Casa de villa;Los Olivos;3;0;0;90;1200.0;;
Casa;San Isidro;1;0;0;65;650.0;;
Casa en condominio;Jesús María;3;2;3;544;20000.0;1800.0;1600.0
Casa en condominio;Ate;5;0;3;600;15000.0;2200.0;1400.0
Casa;Ate;6;6;6;610;20000.0;;400.0
Casa;Lince;4;1;4;386;2400.0;;
Casa en condominio;Ate;4;4;3;260;10000.0;1200.0;1100.0
Habitación;San Borja;1;0;0;35;2000.0;430.0;40.0
Habitación;San Borja;1;0;0;32;1050.0;714.0;
Casa comercial;La Punta;0;0;0;400;8000.0;;
Habitación;San Borja;1;0;0;27;1200.0;450.0;
Casa en condominio;Jesús María;4;2;3;156;3500.0;900.0;330.0
Habitación;San Borja;0;0;0;18;930.0;315.0;
Casa en condominio;Ate;4;2;2;385;7500.0;1150.0;750.0
Casa;Ate;4;3;4;300;15000.0;1100.0;1070.0
Casa;La Perla;2;0;0;70;900.0;;
Casa en condominio;Ate;4;2;4;600;35000.0;900.0;
Casa en condominio;Ate;4;16;4;400;10000.0;2100.0;1500.0
Habitación;Comas;1;0;1;40;1500.0;600.0;
Casa en condominio;Jesús María;4;3;4;220;4500.0;2150.0;370.0
Casa;San Luis;1;0;0;160;5500.0;;
Habitación;Chorrillos;1;0;0;17;1000.0;476.0;
Casa en condominio;Jesús María;4;4;2;180;5000.0;860.0;664.0
Casa;Breña;3;1;2;360;3200.0;;
Habitación;San Miguel;1;0;0;25;1000.0;346.0;
Casa;Lince;2;1;0;60;800.0;;
Habitación;San Borja;1;0;0;30;1500.0;640.0;35.0
Casa comercial;El Agustino;0;5;0;400;5500.0;;
Casa;San Miguel;5;1;0;139;3500.0;;545.0
Casa en condominio;Ate;5;4;5;400;8500.0;2135.0;1462.0
Casa en condominio;Ate;4;4;4;700;20000.0;;
Casa;Rímac;4;1;4;371;30000.0;3200.0;
Casa en condominio;Ancón;2;1;0;72;1000.0;160.0;
Casa en condominio;Villa El Salvador;4;3;1;160;3000.0;400.0;
Casa en condominio;Jesús María;4;2;4;239;4991.0;1800.0;3200.0
Casa en condominio;Ancón;2;1;0;50;850.0;;
Casa en condominio;Villa El Salvador;2;1;0;61;1300.0;585.0;
Casa comercial;Chorrillos;0;3;0;557;28000.0;;
Habitación;San Borja;1;0;0;20;800.0;480.0;24.0
Casa de villa;San Miguel;3;0;0;87;2600.0;;
Casa;Lince;2;0;0;55;1000.0;;
Habitación;San Borja;1;1;0;50;2299.0;614.0;78.0
Habitación;Villa El Salvador;1;0;0;23;900.0;332.0;30.0
Habitación;Pachacámac;0;0;0;22;700.0;194.0;20.0
Casa;Bellavista;2;1;0;70;1250.0;;
Casa;Lince;4;3;0;120;1700.0;;
Casa en condominio;Lince;3;3;0;215;2500.0;100.0;
Casa en condominio;Ate;5;5;3;450;14000.0;1440.0;1182.0
Casa de villa;Comas;1;0;0;40;550.0;;
Habitación;San Borja;1;0;0;40;2000.0;500.0;53.0
Casa en condominio;Ate;3;3;1;200;5000.0;800.0;282.0
Casa en condominio;Ate;5;3;2;800;7009.0;;
Habitación;Chaclacayo;1;0;0;21;700.0;179.0;
Casa en condominio;Ate;4;3;4;600;18000.0;1100.0;300.0
Habitación;Villa El Salvador;1;0;0;21;1400.0;375.0;
Casa;Lince;2;0;0;60;950.0;;
Casa;Punta Hermosa;5;1;0;350;7000.0;290.0;500.0
Casa de villa;Barranco;1;0;0;34;800.0;;
Habitación;San Borja;1;0;0;34;1500.0;475.0;
Casa de villa;Callao;2;1;0;162;1700.0;70.0;
Casa;Lurigancho;4;3;4;452;20000.0;;
Casa comercial;Comas;0;0;0;30;2400.0;1450.0;200.0
Casa;Mi Perú;2;0;0;50;700.0;;
Casa de villa;Santa María del Mar;2;1;0;60;1500.0;50.0;
Habitación;San Borja;1;0;0;27;950.0;605.0;
Casa comercial;Punta Hermosa;6;0;0;900;42000.0;;
Habitación;San Borja;1;0;0;20;1000.0;318.0;
Habitación;San Borja;1;0;0;27;1190.0;230.0;19.0
Habitación;San Borja;1;0;0;25;1600.0;584.0;55.0
Habitación;San Borja;1;0;0;27;1390.0;420.0;25.0
Casa en condominio;Jesús María;3;2;3;212;4500.0;1663.0;3660.0
Casa en condominio;Pucusana;4;3;1;300;6900.0;1200.0;500.0
Casa de villa;San Miguel;2;0;0;95;2000.0;;100.0
Habitación;San Bartolo;1;0;0;18;1100.0;490.0;
Casa;La Punta;2;0;1;176;1300.0;;
Casa;Lince;2;2;1;80;1700.0;;2.0
Casa en condominio;Ate;4;4;4;220;7000.0;1215.0;36720.0
Casa;Jesús María;4;5;3;600;12000.0;;600.0
Casa en condominio;Lince;2;1;0;65;800.0;;
Casa en condominio;Ate;4;2;4;450;7000.0;1150.0;750.0
Casa de villa;Independencia;1;0;0;70;750.0;;
Casa;Santiago de Surco;4;2;4;330;21000.0;;4200.0
Casa en condominio;San Luis;2;0;2;90;1800.0;200.0;357.0
Casa;Ate;2;2;1;74;2500.0;770.0;
Casa en condominio;Ate;4;4;2;410;7500.0;1055.0;1190.0
Casa;La Punta;3;0;0;125;2900.0;;96.0
Habitación;San Bartolo;1;0;0;22;1400.0;550.0;24.0
Habitación;Pachacámac;1;0;0;25;900.0;340.0;15.0
Casa de villa;San Juan de Miraflores;2;1;1;120;1800.0;40.0;25.0
Habitación;San Borja;1;0;0;35;2500.0;1.0;1.0
Casa;Los Olivos;8;0;0;412;4000.0;;958.0
Casa comercial;Chorrillos;0;0;0;280;16000.0;;1166.0
Casa en condominio;Punta Hermosa;5;6;1;630;10000.0;1000.0;1200.0
Casa;Pueblo Libre;6;2;0;750;18000.0;;1800.0
Habitación;Chorrillos;0;0;0;30;1200.0;366.0;
Casa comercial;Chorrillos;5;6;0;500;23000.0;450.0;
Habitación;La Punta;1;0;0;20;1000.0;480.0;27.0
Casa en condominio;Pucusana;5;5;5;600;30000.0;;
Casa;Lurín;2;0;0;50;800.0;;
Casa en condominio;Ate;5;4;5;730;25000.0;1350.0;1200.0
Habitación;Chorrillos;1;0;0;17;900.0;436.0;
Casa;Lince;3;0;0;70;950.0;;45.0
Casa;Chaclacayo;1;0;0;50;600.0;;
Habitación;Chorrillos;1;0;0;29;1000.0;570.0;25.0
Casa;Punta Hermosa;5;0;2;300;7000.0;290.0;
Casa en condominio;Ate;4;4;4;661;11800.0;1550.0;1469.0
Casa;Callao;2;3;0;80;2300.0;;192.0
Casa en condominio;Ate;5;7;5;750;20000.0;2500.0;10000.0
Habitación;Pachacámac;1;0;0;28;950.0;350.0;
Casa;Punta Hermosa;4;3;3;900;30000.0;2000.0;5070.0
Casa de villa;San Borja;2;1;1;80;3000.0;50.0;
Casa de villa;La Punta;1;0;0;64;1200.0;80.0;
Casa en condominio;Ate;5;6;3;300;10000.0;;
Casa comercial;Pachacámac;0;0;0;380;12000.0;;
Casa de villa;Chorrillos;2;0;0;68;3500.0;;
Casa;Magdalena del Mar;3;4;1;200;3800.0;;400.0
Habitación;Puente Piedra;0;0;0;28;900.0;400.0;20.0
Habitación;La Punta;1;0;0;50;800.0;495.0;
Habitación;Comas;1;0;0;25;1500.0;550.0;
Casa en condominio;Independencia;2;0;0;90;900.0;;
Habitación;Punta Negra;1;0;0;40;850.0;;
Casa;Ate;4;4;2;600;30000.0;1100.0;
Casa comercial;Chorrillos;0;0;0;300;7000.0;;480.0
Casa en condominio;Ate;4;2;3;372;9800.0;2333.0;14204.0
Casa en condominio;Jesús María;4;2;4;260;9000.0;7068.0;8024.0
Casa en condominio;Comas;2;1;0;90;1100.0;280.0;
Casa;Mi Perú;2;0;0;36;700.0;;
Habitación;San Borja;1;0;0;40;2200.0;550.0;250.0
Casa;Lurigancho;4;4;4;451;20000.0;;
Habitación;Chorrillos;1;0;0;25;1200.0;559.0;54.0
Habitación;Mi Perú;1;0;0;20;300.0;18.0;8.0
Habitación;San Borja;0;0;0;40;1000.0;620.0;55.0
Casa de villa;San Luis;1;0;0;60;1000.0;;
Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
Casa en condominio;Jesús María;3;1;1;240;3000.0;;
Habitación;Villa El Salvador;0;0;0;28;1200.0;355.0;
Casa en condominio;Jesús María;4;3;4;280;5000.0;825.0;4200.0
Casa comercial;San Bartolo;0;6;0;600;18000.0;;200.0
Casa en condominio;Callao;3;2;3;240;4000.0;1200.0;315.0
Casa;San Juan de Miraflores;2;3;0;67;1000.0;;
Casa en condominio;Ate;4;3;4;465;6000.0;1025.0;1201.0
Casa comercial;Jesús María;0;10;0;595;25000.0;;320.0
Habitación;San Borja;1;0;0;25;1250.0;340.0;
Casa;Santa María del Mar;3;3;1;220;3400.0;;4500.0
Casa en condominio;Ate;4;3;4;350;13000.0;1210.0;1000.0
Casa;Callao;4;10;1;400;4900.0;;
Casa;Ate;5;2;0;200;11000.0;1300.0;900.0
Habitación;San Borja;1;0;0;35;1600.0;462.0;67.0
Casa en condominio;Jesús María;5;3;5;700;16000.0;1600.0;150.0
Casa en condominio;Ate;4;2;0;250;2700.0;190.0;
Casa;Mi Perú;1;0;0;30;1000.0;;
Habitación;Pachacámac;1;0;0;28;900.0;360.0;20.0
Habitación;Pachacámac;0;0;0;40;1200.0;500.0;96.0
Casa;Chorrillos;4;1;1;252;2300.0;;201.0
Casa en condominio;Pucusana;4;3;1;250;6900.0;1000.0;522.0
Casa;Villa El Salvador;2;1;0;61;1100.0;570.0;
Casa comercial;Jesús María;0;5;0;360;15000.0;;600.0
Habitación;San Borja;1;0;0;20;1000.0;;
Habitación;La Punta;0;0;0;30;1000.0;350.0;
Casa de villa;Ventanilla;2;0;0;60;1300.0;136.0;
Casa;San Juan de Miraflores;3;0;0;60;800.0;;
Casa en condominio;Ate;4;3;4;320;9000.0;800.0;1200.0
Habitación;Chorrillos;1;0;0;35;1460.0;390.0;50.0
Habitación;Chorrillos;0;0;0;22;1300.0;450.0;
Casa;Bellavista;1;1;0;40;1200.0;;14.0
Casa;Pucusana;5;2;3;237;7000.0;;120.0
Casa;Magdalena del Mar;3;6;1;325;3700.0;;450.0
Casa;Ate;4;0;3;170;4500.0;;
Casa en condominio;Ate;5;3;5;300;9000.0;580.0;6800.0
Habitación;San Borja;1;0;0;24;1300.0;430.0;
Casa en condominio;Ate;4;6;3;681;18000.0;1907.0;1941.0
Habitación;Pachacámac;1;0;0;30;1000.0;235.0;70.0
Habitación;Pachacámac;1;0;0;27;600.0;658.0;
Casa de villa;El Agustino;2;0;0;70;1000.0;;
Casa de villa;Los Olivos;1;1;0;30;750.0;30.0;
Casa;Lurigancho;4;4;4;845;35000.0;;1794.0
Casa en condominio;Jesús María;2;0;0;45;2100.0;450.0;
Casa en condominio;Ancón;3;1;1;65;1050.0;550.0;2.0
Casa;Lince;3;1;1;122;1100.0;;153.0
Habitación;Pachacámac;1;0;0;34;750.0;470.0;
Casa comercial;Punta Hermosa;27;0;10;1000;13000.0;;900.0
Casa en condominio;Villa El Salvador;2;2;1;120;2200.0;50.0;
Casa de villa;Magdalena del Mar;1;0;0;45;900.0;;6.0
Casa;San Miguel;4;2;1;180;2200.0;;248.0
Casa;San Miguel;3;0;0;120;2900.0;206.0;
Casa;Callao;2;0;0;360;2000.0;;
Casa;Pucusana;3;7;3;340;7500.0;1900.0;970.0
Casa;San Miguel;7;4;0;400;10000.0;;283.0
Habitación;San Borja;0;0;0;40;1550.0;614.0;25.0
Habitación;Chorrillos;1;0;0;35;1600.0;400.0;
Casa;Lince;2;1;2;74;1200.0;;
Casa;Pucusana;1;0;0;60;1300.0;;85.0
Casa;San Juan de Lurigancho;6;4;1;641;15000.0;900.0;1000.0
Casa en condominio;Callao;5;3;1;118;2500.0;1220.0;152.0
Casa de villa;Pucusana;2;0;0;46;2000.0;;
Habitación;San Borja;0;0;0;31;1100.0;617.0;56.0
Casa;Jesús María;5;3;4;217;11000.0;1248.0;3242.0
Habitación;Comas;1;0;0;30;1500.0;641.0;76.0
Casa;Los Olivos;6;1;0;380;2000.0;;320.0
Habitación;Villa El Salvador;1;0;0;16;1100.0;344.0;25.0
Casa de villa;San Miguel;2;0;0;68;1000.0;50.0;35.0
Casa en condominio;Ate;4;4;2;250;7500.0;1250.0;680.0
Habitación;Comas;1;0;0;38;1400.0;530.0;77.0
Casa;Pucusana;3;3;1;400;6000.0;;
Casa;Lince;4;0;1;366;1890.0;;208.0
Casa en condominio;Ate;4;2;4;300;9000.0;970.0;637.0
Habitación;Pachacámac;0;0;0;30;1100.0;396.0;25.0
Habitación;San Borja;0;0;0;15;1000.0;690.0;
Habitación;Villa El Salvador;1;0;0;28;1300.0;365.0;
Casa de villa;San Juan de Lurigancho;5;3;0;900;15000.0;;5000.0
Casa de villa;Chorrillos;3;0;0;90;2750.0;20.0;110.0
Casa;Santiago de Surco;4;1;2;320;20000.0;;423.0
Casa comercial;Chorrillos;0;0;0;500;17900.0;;
Casa;Ate;2;2;0;155;1200.0;;
Casa en condominio;Ancón;3;3;2;100;1700.0;50.0;2.0
Habitación;Chorrillos;1;0;0;22;1200.0;270.0;
Casa en condominio;Ate;6;2;2;600;10000.0;1850.0;1040.0
Casa comercial;La Punta;0;0;0;271;32560.0;5699.0;407.0
Casa en condominio;Ate;5;0;5;577;22000.0;1680.0;14735.0
Casa en condominio;Rímac;4;2;4;500;25000.0;2900.0;1962.0
Casa en condominio;Ate;5;8;5;1000;40000.0;;
Casa comercial;Breña;1;0;0;200;16000.0;;12000.0
Casa en condominio;Ate;4;3;2;434;7400.0;2695.0;12115.0
Habitación;San Borja;1;0;0;24;1300.0;500.0;
Habitación;San Borja;1;0;0;30;1500.0;551.0;30.0
Casa en condominio;Jesús María;4;2;4;479;10000.0;2700.0;300.0
Casa en condominio;La Punta;3;1;2;80;1900.0;;
Casa;Pucusana;5;4;0;380;8000.0;;269.0
Casa;Ate;5;3;5;776;20000.0;2130.0;20000.0
Casa;Ate;4;3;4;700;16000.0;2140.0;1700.0
Habitación;Villa El Salvador;1;0;0;23;1300.0;420.0;25.0
Casa;El Agustino;1;0;0;35;700.0;;
Casa en condominio;La Punta;3;1;2;155;2500.0;;
Habitación;San Miguel;1;0;0;28;1500.0;390.0;30.0
Casa comercial;Comas;1;0;1;213;30000.0;;2346.0
Habitación;San Borja;1;0;0;40;1300.0;528.0;25.0
Habitación;Villa El Salvador;0;0;0;25;1000.0;387.0;24.0
Casa en condominio;Ate;5;0;2;487;13500.0;1450.0;993.0
Habitación;San Borja;1;0;0;21;900.0;358.0;58.0
Habitación;Villa El Salvador;1;0;0;30;1700.0;390.0;29.0
Casa;San Juan de Miraflores;2;1;0;50;700.0;200.0;
Casa;Mi Perú;7;2;1;268;3300.0;;430.0
Casa;El Agustino;1;0;0;45;850.0;;
Casa;Lince;4;0;0;159;1800.0;;
Casa de villa;La Molina;2;0;0;41;1200.0;;40.0
Casa en condominio;Jesús María;3;2;1;285;6500.0;1593.0;
Casa en condominio;Ate;4;4;2;660;30000.0;1150.0;13990.0
Casa comercial;Comas;0;0;0;280;35000.0;;
Casa en condominio;Ate;4;4;4;900;25000.0;1308.0;1601.0
Habitación;Pachacámac;1;0;0;19;600.0;308.0;25.0
Casa en condominio;La Perla;6;3;6;1500;16000.0;2000.0;5500.0
Casa de villa;Los Olivos;1;0;0;40;850.0;;
Casa en condominio;Ate;5;6;5;800;18000.0;1600.0;2400.0
Casa;Lince;3;1;3;114;1500.0;;
Casa;Lince;4;0;2;324;3000.0;;
Habitación;Pachacámac;1;0;0;34;750.0;420.0;21.0
Casa en condominio;Ate;5;3;2;400;8500.0;860.0;780.0
Casa en condominio;Ate;4;3;4;466;7400.0;2695.0;1283.0
Casa;San Miguel;2;0;0;52;950.0;100.0;11.0
Habitación;Villa El Salvador;0;0;0;25;1000.0;379.0;95.0
Habitación;Villa El Salvador;1;0;0;29;1900.0;474.0;108.0
Habitación;San Bartolo;1;0;0;23;600.0;445.0;
Casa;Jesús María;5;3;5;400;12000.0;;2200.0
Casa;Callao;2;0;0;150;3300.0;;860.0
Casa en condominio;Jesús María;4;2;4;175;4250.0;900.0;353.0
Habitación;San Borja;1;0;0;30;2500.0;440.0;
Habitación;San Borja;1;0;0;30;1200.0;520.0;70.0
Casa en condominio;San Isidro;2;0;0;70;900.0;;68.0
Casa;Lurigancho;5;4;4;845;35000.0;;
Casa;Cieneguilla;4;1;0;99;1800.0;;
Habitación;San Borja;1;0;0;36;1000.0;503.0;57.0
Habitación;Rímac;1;0;1;22;2500.0;335.0;
Casa en condominio;Ate;5;2;5;600;19900.0;1891.0;160.0
Casa en condominio;Ate;6;6;5;850;15000.0;2300.0;2200.0
Habitación;Pachacámac;1;0;0;27;650.0;203.0;20.0
Habitación;San Borja;1;0;0;25;2200.0;450.0;120.0
Habitación;Punta Hermosa;1;0;0;30;1400.0;545.0;26.0
Casa comercial;Comas;0;0;0;215;30000.0;;3000.0
Casa;Mi Perú;2;0;0;115;1200.0;;
Casa;Chorrillos;2;0;0;60;850.0;;13.0
Casa;San Isidro;1;0;0;30;1100.0;;
Casa;Lince;2;1;0;91;1200.0;;
Casa en condominio;Ate;4;4;4;800;10000.0;1200.0;1404.0
Habitación;Rímac;1;0;0;20;1800.0;672.0;58.0
Casa en condominio;Ate;4;4;1;400;8000.0;800.0;
Casa en condominio;Ate;4;3;4;337;12500.0;1000.0;1000.0
Casa en condominio;Ate;5;5;5;850;25000.0;2134.0;
Casa comercial;Callao;0;0;0;2810;9000.0;;
Casa;Ate;2;0;2;74;1850.0;;162.0
Habitación;San Borja;1;0;0;28;1100.0;450.0;54.0
Casa en condominio;Ate;5;4;5;564;20000.0;1918.0;1743.0
Casa;La Punta;1;0;0;40;550.0;;
Casa;Santiago de Surco;1;1;0;60;700.0;;
Casa;San Miguel;1;0;0;40;1000.0;;17.0
Habitación;San Borja;1;0;0;35;1100.0;450.0;558.0
Habitación;San Miguel;1;0;0;30;990.0;;
Casa;La Perla;2;2;0;70;950.0;;
Habitación;Carmen de La Legua;1;0;0;18;485.0;;
Casa en condominio;Mi Perú;2;1;0;85;1300.0;150.0;
Casa;Lince;4;1;3;100;1600.0;;
Habitación;Pachacámac;1;0;0;30;800.0;350.0;
Casa;San Juan de Lurigancho;4;3;1;379;15000.0;1200.0;
Casa en condominio;Ate;6;3;4;1050;15000.0;2650.0;9000.0
Habitación;San Luis;1;0;0;45;900.0;;
Casa;Ate;3;0;1;128;1500.0;;45.0
Casa;Ancón;3;2;0;100;1450.0;;
Casa de villa;El Agustino;1;0;0;40;600.0;;
Casa en condominio;Ate;5;3;5;820;25000.0;2500.0;1500.0
Casa;Ate;5;8;5;640;18000.0;950.0;18000.0
Habitación;San Borja;0;0;0;32;1100.0;500.0;
Casa;Lince;2;1;0;70;650.0;;
Habitación;La Punta;1;0;0;25;1100.0;394.0;29.0
Casa;Lima;1;0;0;60;1000.0;;
Casa en condominio;Ate;5;2;1;480;8000.0;1350.0;1360.0
Casa;Los Olivos;2;1;0;52;850.0;;
Casa en condominio;Lince;2;1;0;60;710.0;;
Habitación;Breña;0;0;0;22;1000.0;450.0;
Casa comercial;San Juan de Lurigancho;0;4;0;493;12000.0;;
Casa;Lurigancho;4;1;2;500;15000.0;;500.0
Habitación;La Punta;1;0;0;20;800.0;290.0;
Habitación;Breña;0;0;0;22;1000.0;450.0;
Casa;Ate;5;6;0;400;20000.0;;590.0
Casa en condominio;Ate;4;3;4;900;13000.0;1380.0;1833.0
Habitación;Villa El Salvador;0;0;0;27;1000.0;545.0;24.0
Habitación;San Borja;1;0;0;38;1500.0;599.0;198.0
Casa;Lince;2;0;0;60;700.0;;
Casa en condominio;Ate;4;3;4;270;10000.0;700.0;650.0
Casa en condominio;Ate;4;5;3;460;10000.0;1470.0;800.0
Casa en condominio;Callao;4;3;1;63;2000.0;416.0;
Casa de villa;Lince;1;0;0;70;750.0;;
Habitación;San Borja;1;0;0;36;1200.0;438.0;24.0
Casa en condominio;Ate;4;3;1;450;8500.0;800.0;7500.0
Casa;Lurigancho;4;4;1;465;12000.0;880.0;1550.0
Casa en condominio;Ancón;2;2;2;79;2100.0;;
Casa en condominio;Ate;4;3;3;360;12000.0;1200.0;1200.0
Casa;Mi Perú;4;5;1;270;4800.0;;2300.0
Casa;Mi Perú;3;1;2;93;2000.0;;
